company;Contacté;Notes;website_url;activity_sector;attributed_sale;status
La Halle;;;https://www.lahalle.com/;Other;;
Francap;;;https://www.francap.com/;Other;;
Essi;;;https://groupe-essi.com/;Formation/Education;;
Hiflow;;;https://www.hiflow.com/;Other;;
H/F L'Occitane;;;"https://careers.loccitane.com/job/Manosque-Stage-Conseiller-de-Vente-HF-L&apos;Occitane-en-Provence-Manosque-Boutique-Mus%C3%A9e-Prov/1052780301/";Recruitment;;
Bts G.T.L.A.;;;https://www.onisep.fr/ressources/univers-formation/formations/post-bac/bts-gestion-des-transports-et-logistique-associee;Formation/Education;;
Bts C.I.;;;https://www.onisep.fr/ressources/univers-formation/formations/post-bac/bts-commerce-international;Formation/Education;;
Lne;;;https://www.lne.fr/fr;Formation/Education;;
Cfa Igs;;;https://www.cfa-igs.com/;Formation/Education;;
Maison Et Services Super Recruteur;;;https://www.hellowork.com/fr-fr/entreprises/maison-et-services-106393/ville_dijon-21000.html;Recruitment;;
Fed Supply Super Recruteur;;;https://www.hellowork.com/fr-fr/emplois/50383314.html;Recruitment;;
Bac +2 - Bts Cg - G7 Taxi Services;;;https://www.hellowork.com/fr-fr/emplois/40641659.html;Recruitment;;
Michael Page Intérim;;;https://www.michaelpage.fr/jobs/michael-page-interim-management;Recruitment;;
Gamned;;;https://en.gamned.com/;Recruitment;;
Hopscotch Groupe;;;https://hopscotchgroupe.com/;Other;;
Chaumet International Sa;;;https://www.chaumet.com/;Other;;
Dlsi;;;https://groupedlsi.com/;Other;;
Mutuelle Mgc;;;https://www.mutuellemgc.fr/;Other;;
Sad'S Interim;;;https://www.sads-interim.eu/;Recruitment;;
Imc Alternance;;;https://www.imc.randstad.fr/;Formation/Education;;
Talents Locaux Super Recruteur;;;https://talents-locaux.fr/;Recruitment;;
Menway Emploi;;;https://groupemenway.com/;Recruitment;;
Régional Intérim Et R Intérim, Groupe Triangle Solutions Rh;;;https://www.regional-interim.fr/;Recruitment;;
Marquetis Call;;;https://www.marquetis-call.fr/;Other;;
Dge Intérim;;;https://www.elia-groupe.fr/dge-systea/;Recruitment;;
Mobalpa;;;https://www.mobalpa.fr/;Other;;
Exxelia;;;https://exxelia.com/en/;Other;;
Alterea;;;https://www.alterea.fr/;Other;;
Europcar France;;;https://www.europcar.fr/fr-fr;Other;;
Maximis;;;https://www.maximis.fr/;Formation/Education;;
Novelcom;;;https://www.novelcom.fr/;Other;;
Ota;;;https://ota-paris.com/a/l/en/;Other;;
March Lab;;;https://march-lab.com/en;Other;;
Recrutop Ouest;;;https://www.recrutop.fr/;Recruitment;;
Jump;;;https://www.join-jump.com/en;Other;;
Efht;;;https://www.efht.fr/;Formation/Education;;
Ifcv Île-De-France;;;https://www.ifcv.fr/;Recruitment;;
Eataly Paris Marais;;;https://eataly.fr/;Other;;
Morgan Services;;;https://www.groupe-morgan-services.fr/;Recruitment;;
Talents Croisés;;;https://talents-croises.fr/;Recruitment;;
Somsou;;;https://www.somsoupons.fr/presentation.html;Other;;
Helma International;;;https://www.helma-international.com/en/;Other;;
Igf;;;https://www.igf.finances.gouv.fr/;Other;;
Credit Mutuel Asset Management;;;https://www.creditmutuel-am.eu/;Other;;
Anonyme;;;https://www.larousse.fr/dictionnaires/francais/anonyme/3733;Other;;
Calypse Consulting;;;https://calypse-consulting.com/;Other;;
Keolia It;;;https://www.keolia-groupe.com/;Recruitment;;
Renée Costes;;;https://www.costes-viager.com/;Other;;
Best Intérim Super Recruteur;;;https://www.hellowork.com/fr-fr/entreprises/best-interim-75392.html;Recruitment;;
Ifa Rh;;;https://ifa-rouen.fr/formations/bachelor-charge-rh/;Formation/Education;;
Boulanger;;;https://www.boulanger.com/;Recruitment;;
La Grande Récré;;;https://www.lagranderecre.fr/;Other;;
Assistant Services Generaux;;;https://www.walterspeople.fr/conseils-carriere/assistanat/assistanat-metier-assistant-services-generaux.html;Recruitment;;
Hively Hospitality - Renaissance;;;https://hively-hospitality.com/en/;Recruitment;;
Fli Conseil;;;https://fr.indeed.com/cmp/Fli-Conseil;Recruitment;;
Intérim Nation Super Recruteur;;;https://www.hellowork.com/fr-fr/entreprises/interim-nation-13374.html;Recruitment;;
Focus Recrutement Super Recruteur;;;https://focus-recrutement.fr/;Recruitment;;
Unilever Retail Operations France;;;https://www.unilever.fr/;Other;;
Alain Ducasse Restaurant & Hospitalité;;;http://www.ducasse-paris.com/fr/les-metiers/hospitalite;Formation/Education;;
Institut De Beauté;;;https://www.planity.com/institut-de-beaute/paris-75;Other;;
Cabinet D'Audit;;;https://trustfolio.co/articles/classement-des-meilleurs-cabinets-daudit-2021;Other;;
Septembre 2024;;;https://www.calendrier-365.fr/calendrier/2024/septembre.html;Other;;
Andrew Staffing;;;https://www.andrew-staffing.com/;Other;;
Ratp;;;https://www.ratp.fr/en;Other;;
Fvd;;;https://www.fvd.fr/;Other;;
Jour;;;https://jour.fr/;Other;;
Bts Mco;;;https://www.onisep.fr/ressources/univers-formation/formations/post-bac/bts-management-commercial-operationnel;Formation/Education;;
Altice Media;;;https://alticefrance.com/media;Other;;
Up Skills Cadres Et Experts Super Recruteur;;;https://upskills.fr/nos-solutions/recrutement-cadres-experts/;Other;;
Ratp Dev;;;https://www.ratpdev.com/;Other;;
France Hospitality Investment;;;https://www.hotels-fhi.com/;Other;;
Observatoire Des Métiers De La Banque;;;https://www.observatoire-metiers-banque.fr/;Recruitment;;
Grand Groupe De Prêt-À-Porter;;;https://fr.fashionnetwork.com/news/Retail-quels-sont-les-250-plus-gros-detaillants-du-monde-,380071.html#:~:text=Les%20trois%20principaux%20groupes%20d,Locker%20figurent%20en%20bonne%20position.;Recruitment;;
Total Rewards;;;https://www.gartner.com/en/human-resources/glossary/total-rewards;Other;;
Bachelor Rh;;;https://www.ipacbachelorfactory.com/formation/bachelor-ressources-humaines;Formation/Education;;
Société General;;;https://particuliers.sg.fr/;Other;;
Iard Entreprises;;;https://www.argusdelassurance.com/classements-de-l-argus/iard-entreprises.62119;Other;;
Diaùono Pap;;;https://www.lookfantastic.fr/spotlight-oral-care-diamond-pap-and-powder-15g/13975710.html;Other;;
Headn;;;https://www.headn.fr/;Formation/Education;;
Sii Ile De France;;;https://sii-group.com/fr-FR/sii-ile-de-france;Recruitment;;
Axa Xl;;;https://axaxl.com/;Recruitment;;
Talents Rh;;;https://talents-rh.fr/;Recruitment;;
Bring Rh;;;https://bring-rh.fr/;Recruitment;;
Hub Info;;;https://info.hub.brussels/en;Other;;
Baker Tilly;;;https://www.bakertilly.fr/en/accueil;Recruitment;;
Alfi Association;;;https://www.alfi-asso.org/;Other;;
Tgs France;;;https://www.tgs-france.fr/;Other;;
Ltd - Métiers De L'Ingénierie, Bâtiment Gc, Architecture, Bim;;;https://www.ltd-international.com/;Recruitment;;
Securitas;;;https://www.securitas.fr/;Recruitment;;
Par Excellence Super Recruteur;;;https://www.hellowork.com/fr-fr/entreprises/par-excellence-99420.html;Recruitment;;
Ck'S Agency;;;https://cksagency.com/;Other;;
Marvesting;;;https://marvesting.com/en/;Other;;
Marianne International Super Recruteur;;;https://www.marianne-international.fr/agence-hotesse-d-accueil-marianne-international/;Recruitment;;
Fyte France Intérim;;;https://fr.morganphilips.com/fr/fyte-interim;Other;;
Groupm;;;https://www.groupm.com/;Other;;
Steeple;;;https://steeple.com/en/;Other;;
Dcs Easyware;;;https://www.dcsit-group.com/;Other;;
Ovhcloud;;;https://www.ovhcloud.com/en/;Recruitment;;
L’Univers Noz;;;https://www.noz.fr/notre-projet/;Other;;
Schindler Group;;;https://group.schindler.com/en.html;Other;;
Lmge;;;https://www.liguemotograndest.fr/;Other;;
L'Ecole Des Arts Joailliers;;;https://www.lecolevancleefarpels.com/fr/fr;Formation/Education;;
Groupe Heracles Sûreté Sécurité;;;https://www.groupe-h2s.com/;Other;;
Laboratoires Expanscience;;;https://www.expanscience.com/fr;Recruitment;;
Nhc Émerainville Recrutement;;;https://carriere.nhc.care/jobs;Other;;
Longchamp Paris Recrutement;;;https://www.longchamp.com/fr/fr/maison-longchamp/carrieres/recruitment.html;Recruitment;;
Eneria;;;https://www.eneria.fr/en/;Other;;
Vitalliance;;;https://www.vitalliance.fr/;Formation/Education;;
Kpmg France;;;https://kpmg.com/fr/fr/home.html;Other;;
Cristal Union;;;https://www.cristal-union.fr/;Other;;
Lafarge France;;;https://www.lafarge.fr/;Other;;
Eurofeu Sa;;;https://www.eurofeu.fr/;Formation/Education;;
May Partners;;;https://may-partners.com/;Other;;
Cabinet Bmc - Recrutements & Opportunités Professionnelles;;;https://cabinetbmc.fr/;Other;;
Parella;;;https://www.parella.fr/en/;Other;;
Etex;;;https://www.etexgroup.com/en/;Recruitment;;
Groupe Linking Talents;;;https://www.linkingtalents.fr/;Recruitment;;
Guestready;;;https://www.guestready.com/;Other;;
Wellcom Ville De Paris;;;https://www.wellcom.fr/;Other;;
Krème;;;https://kreme-paris.com/;Other;;
Treatwell;;;https://www.treatwell.fr/;Other;;
Izix;;;https://www.izix.eu/;Other;;
Anywr;;;https://www.anywr-group.com/en/;Recruitment;;
Air Aviation Support;;;https://airaviationsupport.com/;Other;;
Spirit;;;https://www.spirit.com/;Other;;
Proformation;;;https://www.proformation.fr/en/;Formation/Education;;
Lid;;;https://www.lidl.fr/;Other;;
Sander;;;https://www.jilsander.com/;Other;;
La Relève;;;https://www.la-releve.com/;Recruitment;;
Twenty One Talents;;;https://twenty-one-talents.com/;Recruitment;;
La Maison Du Whisky - Lmdw;;;https://www.whisky.fr/;Other;;
Jd.Com;;;https://corporate.jd.com/;Other;;
Nomie;;;https://www.nomie-epices.fr/;Formation/Education;;
Lendys;;;https://www.lendys.fr/;Other;;
Le Bureau Des Talents;;;https://bureau-des-talents.webflow.io/;Recruitment;;
Transperfect;;;https://www.transperfect.com/;Other;;
Maison Alaïa;;;https://www.maison-alaia.com/fr;Other;;
Ffb - Fédération Française Du Bâtiment;;;https://www.ffbatiment.fr/;Formation/Education;;
Enr;;;https://www.enr.com/;Other;;
Edmond De Rothschild;;;https://www.edmond-de-rothschild.com/;Other;;
Comptoirs Richard;;;https://www.comptoirsrichard.fr/;Other;;
Nohée;;;https://www.nohee.fr/;Other;;
Rgis - France;;;https://www.rgis.fr/;Recruitment;;
Cami Sport & Cancer;;;https://sportetcancer.com/;Formation/Education;;
Talentos Unis;;;https://www.talents-unis.com/;Formation/Education;;
Mellow Yellow;;;https://www.mellowyellow.com/;Other;;
Eram Groupe;;;https://www.groupe-eram.com/;Other;;
Tory Burch;;;https://www.toryburch.com/;Other;;
Harry Hope. Belgium;;;https://www.harry-hope.com/be/fr/;Recruitment;;
Socoo'C;;;https://www.socooc.com/;Other;;
Boulangeries Paul;;;https://www.paul.fr/;Other;;
Centre National De Gestion Des Praticiens Et Directeurs De La Fonction Publique Hospitalière;;;https://www.cng.sante.fr/;Formation/Education;;
Ap-Hp, Assistance Publique - Hôpitaux De Paris;;;https://www.aphp.fr/;Other;;
Ikks;;;https://www.ikks.com/en/;Other;;
Aroma-Zone;;;https://www.aroma-zone.com/;Other;;
Morgan Philips Group;;;https://www.morganphilips.com/fr;Recruitment;;
Mayer Brown;;;https://www.mayerbrown.com/en;Other;;
Secteur Luxe;;;https://www.letudiant.fr/metiers/secteur/luxe.html#:~:text=Le%20secteur%20du%20luxe%2C%20%C3%A7a,impossibles%20%C3%A0%20r%C3%A9pertorier%20en%20totalit%C3%A9.;Formation/Education;;
Seiko Watch Europe;;;https://www.seikoboutique.eu/fr/en/17-men-s-watches;Other;;
Uriopss;;;https://www.uriopss-idf.fr/;Formation/Education;;
Opensuccess;;;https://www.opensuccess.fr/;Other;;
Sharkninja;;;https://sharkninja.com/;Other;;
Harvest Groupe;;;https://www.harvest.fr/le-groupe/;Formation/Education;;
Spb;;;https://spb-assurance.fr/;Other;;
Groupe Balas;;;https://groupe-balas.com/;Formation/Education;;
Conforama;;;https://www.conforama.fr/;Other;;
Ubisoft;;;https://www.ubisoft.com/en-us;Other;;
Direction Du Numérique (Dnum) Des Ministères...;;;https://metiers.numerique.gouv.fr/employeurs/dnum-des-ministeres-sociaux-travail-et-emploi-14f741d6-9042-49ab-b7aa-af5be60b9ced;Other;;
Sferis;;;https://www.sferis.fr/;Formation/Education;;
Mairie De Montrouge;;;https://www.ville-montrouge.fr/;Other;;
Groupe Ros;;;https://www.groupe-ros.com/fr/;Other;;
Les Arts Décoratifs;;;https://madparis.fr/;Formation/Education;;
J2C Communication;;;https://fr.linkedin.com/company/j2c-communication;Other;;
United Nations;;;https://www.un.org/en/;Other;;
Actisce;;;https://www.actisce.eu/;Formation/Education;;
Domino'S Pizza;;;https://www.dominos.fr/;Recruitment;;
Ipsilo;;;https://www.ipsilon-ip.com/;Other;;
Urgentifae Sante;;;https://www.doctolib.fr/centre-de-sante/chelles/unite-medikal-des-bords-de-marne-urgent-care-medecin-urgence;Other;;
Ifae Sante;;;https://www.ifae.fr/formations/sante/;Formation/Education;;
Association Basiliade;;;https://basiliade.org/;Recruitment;;
Cityone - Passager;;;https://www.cityone.fr/services/services-aux-passagers/;Other;;
Euro Diffusion Medicale;;;http://www.edm-imaging.com/;Other;;
Vivason;;;https://www.vivason.fr/;Other;;
Arcady'S;;;https://www.arcadys-paris.com/;Other;;
Dassault Aviations;;;https://www.dassault-aviation.com/en/;Other;;
Télétravail À 75004 Paris;;;https://workin.space/coworking/france/paris-75/paris-4-75004;Recruitment;;
Seine-Saint-Denis Habitat;;;https://www.seinesaintdenishabitat.fr/;Other;;
Officéo;;;https://officeopro.com/;Other;;
Arepe;;;https://www.arepe-mrjardinage.fr/;Other;;
Septodont;;;https://www.septodont.fr/;Formation/Education;;
Urgenttrans;;;https://www.transbeauexpress.com/tags/2/transport-urgent-arras.html;Other;;
Menway Emploi Mantes Support;;;https://menwayemploi.com/liste-des-bureaux/menway-emploi-mantes-la-jolie/;Recruitment;;
Ogletree Deakins;;;https://ogletree.com/;Other;;
Centre D'Action Sociale De Paris;;;https://www.paris.fr/dossiers/centre-d-action-sociale-de-la-ville-de-paris-casvp-23;Other;;
Espacil75013 Paris;;;https://www.espacil-habitat.fr/devenir-locataire/etudiants/residences-etudiantes/residence-irene-joliot-curie-paris/;Other;;
Smac;;;https://www.smac-sa.com/;Other;;
Ca Indosuez Wealth (Group);;;https://france.ca-indosuez.com/en;Other;;
Kiloutou;;;https://www.kiloutou.fr/;Other;;
Ecole Jeannine Manuel Paris;;;https://ecolejeanninemanuel.org/;Formation/Education;;
Filorga;;;https://fr.filorga.com/;Other;;
Mbda France;;;https://www.mbda-systems.com/recrutement-ensemble-pour-le-futur-de-la-defense-mbda-carrieres/;Recruitment;;
Caisse Centrale Msa;;;https://www.msa.fr/lfp/organisation/conseil-administration-ccmsa;Other;;
Hilti Group;;;https://www.hilti.group/content/hilti/CP/XX/en.html;Other;;
Mail Boxes Etc. - King Shipping Sasu;;;https://recrute.pole-emploi.fr/page-entreprise/king-shipping;Other;;
Percassi;;;https://www.percassi.it/en/home-page-en/;Other;;
Body&Moves;;;https://www.bodyandmoves.com/;Other;;
Leurelor;;;https://leurelor.fr/;Other;;
Amsad Léopold Bellan;;;https://www.sanitaire-social.com/fiche/amsad-leopold-bellan-paris-20-75020/75-39805;Recruitment;;
Iagona;;;https://www.iagona.com/en/;Other;;
Siaap À Achères;;;https://www.siaap.fr/equipements/les-usines/seine-aval/;Recruitment;;
Bricorama;;;https://www.bricorama.fr/;Other;;
Isalys Group;;;https://www.isalys.be/;Other;;
Bristol Myers Squibb;;;https://www.bms.com/;Other;;
L’Assurance Maladie;;;https://www.ameli.fr/;Other;;
Cpam Des Hauts-De-Seine;;;https://www.ameli.fr/hauts-de-seine/assure;Other;;
Avocivirh;;;https://www.avocivirh.com/;Recruitment;;
Kronenbourg;;;https://kronenbourg.com/;Other;;
Ashurst Llp;;;https://www.ashurst.com/en;Other;;
26 Academy;;;https://www.26academy.com/;Formation/Education;;
Epinay Management School;;;https://ems-epinay.com/;Formation/Education;;
Plateforme Digitale Juridique;;;https://www.numetik-avocats.fr/solution-plateforme-numerique/;Other;;
Prestation Sur Mesure;;;https://www.defonline.com/service/prestations-sur-mesure/;Other;;
Hungrypanda;;;https://www.hungrypanda.co/;Other;;
Peintures Industrielles;;;https://www.bernardoecenarro.com/fr/besa-lab/peinture-industrielle-types-caracteristiques/;Other;;
Monga;;;https://monga.io/;Other;;
Agence Sign;;;https://www.sign-agence.com/;Other;;
Trimane;;;http://trimane.fr/;Other;;
Superptitdej.Fr;;;https://superptitdej.fr/;Other;;
Visable Gmbh;;;https://www.visable.com/en_int;Other;;
Kalios;;;https://mykalios.com/en/;Other;;
Yateo;;;https://www.yateo.com/;Other;;
Dipeeo;;;https://www.dipeeo.com/;Other;;
E3M Management;;;https://www.e-3m.com/;Other;;
Petty Well;;;https://www.pettywell.com/;Other;;
Indienation;;;https://indienation.fr/;Recruitment;;
Verso Energy;;;https://verso.energy/en/homepage/;Other;;
Nomie, Le Goût Des Épices;;;https://www.nomie-epices.fr/;Other;;
Tessan;;;https://tessan.io/;Other;;
Hublo;;;https://www.hublo.com/;Recruitment;;
Digitrips;;;https://www.digitrips.com/;Other;;
Sarenza;;;https://www.sarenza.com/;Other;;
Bek Advisory;;;https://www.bek-advisory.fr/;Other;;
Edenred;;;https://www.edenred.fr/;Other;;
Balenciaga - Gestionnaire Achats Fournitures H/F;;;https://www.kering.com/fr/talent/offres-d-emploi/europe/balenciaga-gestionnaire-achats-fournitures-hf/;Recruitment;;
Made In Design;;;https://www.madeindesign.co.uk/;Other;;
Groupe Gpe;;;https://www.groupe-gpe.com/;Other;;
Orsys;;;https://www.orsys.fr/;Formation/Education;;
Convivio;;;https://www.convivio.fr/;Other;;
Apogea;;;https://www.apogea.fr/;Other;;
Auto1.Com;;;https://www.auto1.com/;Other;;
Freitas Levage;;;https://freitaslevage.fr/;Other;;
La Récolte;;;https://www.la-recolte.net/;Other;;
Cse Erf;;;https://w-z.fr/c/cse-erfservices.fr;Other;;
Dentego;;;https://dentego.fr/;Other;;
Bnp Paribas Reim France;;;https://www.reim.bnpparibas.fr/;Other;;
Maison Goyard;;;https://www.goyard.com/eu_fr/;Other;;
Altigapharma;;;https://altigapharma.com/;Recruitment;;
Kipli - Bringing Nature Home, Everyday;;;https://kipli.com/fr/;Other;;
Groupe Long;;;https://www.groupe-long.fr/;Other;;
Grifols France Sarl;;;https://www.grifols.com/en/france;Other;;
New Flag Gmbh;;;https://www.new-flag.com/;Other;;
Uhu France;;;https://www.uhu.com/fr-fr;Other;;
Apothicom Distribution;;;https://www.apothicom.org/;Other;;
Eff - Kisio;;;https://kisio.com/en/;Recruitment;;
Ecole Superieure De Management Et...;;;https://www.esmg-formation.fr/;Formation/Education;;
Groupe Dauchez;;;https://www.dauchez.fr/;Recruitment;;
Balmain;;;https://int.balmain.com/en;Other;;
Pnrgc;;;https://www.parc-grands-causses.fr/;Formation/Education;;
